HoldPriorValue,TaxRollYr,TotalAssessedVal
45800,2006,45800
29200,2006,29200
42000,2006,42000
33000,2006,33000
56400,2006,56400
54800,2006,54800
61600,2006,61600
10000,2006,10000
66000,2006,66000
59200,2006,59200
57100,2006,57100
49000,2006,49000
50200,2006,50200
57900,2006,57900
66600,2006,66600
50000,2006,50000
53600,2006,53600
53000,2006,53000
68100,2006,68100
62000,2006,62000
53500,2006,53500
50100,2006,50100
52600,2006,52600
7500,2006,7500
54400,2006,54400
51000,2006,51000
52100,2006,52100
53700,2006,53700
50000,2006,50000
50700,2006,50700
200000,2006,200000
86500,2006,86500
141500,2006,141500
5600,2006,5600
61500,2006,61500
61000,2006,61000
1800,2006,1800
45500,2006,45500
21000,2006,21000
23100,2006,23100
27200,2006,27200
66000,2006,66000
938400,2006,938400
217600,2006,217600
30000,2006,30000
140000,2006,140000
38000,2006,38000
21000,2006,21000
37300,2006,37300
20500,2006,20500
15000,2006,15000
33100,2006,33100
42550,2006,42550
35000,2006,35000
29500,2006,29500
47000,2006,47000
50000,2006,50000
62250,2006,62250
30300,2006,30300
24500,2006,24500
41500,2006,41500
32200,2006,32200
1400,2006,1400
31800,2006,31800
34900,2006,34900
37200,2006,37200
26900,2006,26900
44200,2006,44200
42200,2006,42200
33800,2006,33800
52600,2006,52600
39975,2006,39975
40000,2006,40000
5200,2006,5200
20000,2006,20000
53000,2006,53000
31600,2006,31600
16200,2006,16200
112000,2006,112000
83400,2006,83400
20000,2006,20000
96100,2006,96100
61500,2006,61500
400000,2006,400000
103000,2006,103000
1700,2006,1700
43500,2006,43500
18100,2006,18100
6000,2006,6000
65500,2006,65500
45200,2006,45200
33700,2006,33700
33200,2006,33200
35200,2006,35200
39600,2006,39600
24600,2006,24600
54700,2006,54700
68300,2006,68300
45600,2006,45600
27900,2006,27900
53400,2006,53400
57100,2006,57100
47500,2006,47500
35400,2006,35400
36900,2006,36900
46700,2006,46700
30200,2006,30200
65200,2006,65200
40500,2006,40500
40200,2006,40200
32600,2006,32600
110500,2006,110500
113000,2006,113000
38100,2006,38100
37400,2006,37400
62900,2006,62900
37700,2006,37700
56300,2006,56300
56000,2006,56000
60200,2006,60200
44500,2006,44500
35600,2006,35600
41700,2006,41700
38700,2006,38700
40000,2006,40000
33500,2006,33500
65000,2006,65000
68000,2006,68000
70800,2006,70800
15000,2006,15000
55000,2006,55000
61600,2006,61600
70300,2006,70300
48000,2006,48000
50700,2006,50700
40000,2006,40000
33500,2006,33500
450000,2006,450000
45700,2006,45700
105000,2006,105000
39500,2006,39500
32100,2006,32100
69800,2006,69800
58800,2006,58800
30500,2006,30500
38000,2006,38000
8200,2006,8200
48200,2006,48200
58000,2006,58000
52500,2006,52500
42000,2006,42000
27500,2006,27500
27300,2006,27300
80000,2006,80000
75000,2006,75000
13700,2006,13700
28000,2006,28000
15200,2006,15200
273590,2006,273590
32600,2006,32600
27900,2006,27900
26000,2006,26000
30000,2006,30000
45700,2006,45700
3100,2006,3100
800,2006,800
1200,2006,1200
60000,2006,60000
10000,2006,10000
185000,2006,185000
558902,2006,558902
18000,2006,18000
115300,2006,115300
41100,2006,41100
18000,2006,18000
33500,2006,33500
30800,2006,30800
34900,2006,34900
28200,2006,28200
75800,2006,75800
41100,2006,41100
3000,2006,3000
19000,2006,19000
45000,2006,45000
74000,2006,74000
35500,2006,35500
15000,2006,15000
15000,2006,15000
15000,2006,15000
15000,2006,15000
52900,2006,52900
110000,2006,110000
203800,2006,203800
120000,2006,120000
193000,2006,193000
33400,2006,33400
27300,2006,27300
125000,2006,125000
66900,2006,66900
40300,2006,40300
31500,2006,31500
48200,2006,48200
37000,2006,37000
68400,2006,68400
46600,2006,46600
36900,2006,36900
36200,2006,36200
35900,2006,35900
31300,2006,31300
27700,2006,27700
38500,2006,38500
42000,2006,42000
10600,2006,10600
43800,2006,43800
38500,2006,38500
25500,2006,25500
56900,2006,56900
28800,2006,28800
48900,2006,48900
39200,2006,39200
47200,2006,47200
800,2006,800
35600,2006,35600
36800,2006,36800
31450,2006,31450
41300,2006,41300
30200,2006,30200
36600,2006,36600
48000,2006,48000
1600,2006,1600
34000,2006,34000
20800,2006,20800
21568,2006,21568
25000,2006,25000
75700,2006,75700
88400,2006,74800
46600,2006,46600
46000,2006,46000
5000,2006,5000
64000,2006,64000
6200,2006,6200
12300,2006,12300
14800,2006,14800
10200,2006,10200
7500,2006,7500
110000,2006,110000
12000,2006,12000
7000,2006,7000
8500,2006,8500
61700,2006,61700
63100,2006,63100
67700,2006,67700
53200,2006,53200
52500,2006,52500
82500,2006,82500
61000,2006,61000
5000,2006,5000
42400,2006,42400
39900,2006,39900
38700,2006,38700
42400,2006,42400
40100,2006,40100
44200,2006,44200
41700,2006,41700
37500,2006,37500
41400,2006,41400
43100,2006,43100
55100,2006,55100
48500,2006,48500
50900,2006,50900
39300,2006,39300
38600,2006,38600
48500,2006,48500
59600,2006,59600
56000,2006,56000
42900,2006,42900
52100,2006,52100
43400,2006,43400
40900,2006,40900
68200,2006,68200
1300,2006,1300
2500,2006,2500
42500,2006,42500
42400,2006,42400
48700,2006,48700
39600,2006,39600
23700,2006,23700
26200,2006,26200
36500,2006,36500
35800,2006,35800
36800,2006,36800
29500,2006,29500
37900,2006,37900
42000,2006,42000
33650,2006,33650
30000,2006,30000
41900,2006,41900
50800,2006,50800
23000,2006,23000
24700,2006,24700
27500,2006,27500
33700,2006,33700
34500,2006,34500
32100,2006,32100
39970,2006,39970
35300,2006,35300
13300,2006,13300
29800,2006,29800
63900,2006,63900
35800,2006,35800
33700,2006,33700
56416,2006,56416
53000,2006,53000
17300,2006,17300
28000,2006,28000
25000,2006,25000
40600,2006,40600
15300,2006,15300
46700,2006,46700
34080,2006,34080
43800,2006,43800
38700,2006,38700
43700,2006,43700
36900,2006,36900
41300,2006,41300
50000,2006,50000
45600,2006,45600
30700,2006,30700
49800,2006,49800
52200,2006,52200
500,2006,500
100,2006,100
36500,2006,36500
38000,2006,38000
40000,2006,40000
37000,2006,37000
52200,2006,52200
43300,2006,43300
35500,2006,35500
60000,2006,60000
43800,2006,43800
42800,2006,42800
23938,2006,23938
32800,2006,32800
34900,2006,34900
28900,2006,28900
51250,2006,51250
44600,2006,44600
8400,2006,8400
38900,2006,38900
37800,2006,37800
31000,2006,31000
38700,2006,38700
35400,2006,35400
39600,2006,39600
41800,2006,41800
34800,2006,34800
42300,2006,42300
47300,2006,47300
45000,2006,45000
30900,2006,30900
32400,2006,32400
33300,2006,33300
33300,2006,33300
23800,2006,23800
27400,2006,27400
34500,2006,34500
30600,2006,30600
37600,2006,37600
46800,2006,46800
44800,2006,44800
31500,2006,31500
47600,2006,47600
43800,2006,43800
39800,2006,39800
34300,2006,34300
26500,2006,26500
34200,2006,34200
32288,2006,32288
40500,2006,40500
98000,2006,98000
46500,2006,46500
27200,2006,27200
110000,2006,110000
8000,2006,8000
15000,2006,15000
49800,2006,49800
53500,2006,53500
46400,2006,46400
47500,2006,47500
43400,2006,43400
40500,2006,40500
40000,2006,40000
44300,2006,44300
50000,2006,50000
46100,2006,46100
42000,2006,42000
43500,2006,43500
42700,2006,42700
42700,2006,42700
50400,2006,50400
42600,2006,42600
45500,2006,45500
43400,2006,43400
46500,2006,46500
42600,2006,42600
42000,2006,42000
400,2006,400
28600,2006,28600
29300,2006,29300
32300,2006,32300
59300,2006,59300
49700,2006,49700
38800,2006,38800
32000,2006,32000
26500,2006,26500
39900,2006,39900
40200,2006,40200
49100,2006,49100
34900,2006,34900
39200,2006,39200
8400,2006,8400
46200,2006,46200
48000,2006,48000
53600,2006,53600
39800,2006,39800
50900,2006,50900
38000,2006,38000
42700,2006,42700
37300,2006,37300
51300,2006,51300
52300,2006,52300
40500,2006,40500
38500,2006,38500
45000,2006,45000
37700,2006,37700
43500,2006,43500
39600,2006,39600
39800,2006,39800
41500,2006,41500
1200,2006,1200
40500,2006,40500
39600,2006,39600
42700,2006,42700
41200,2006,41200
43800,2006,43800
39400,2006,39400
38200,2006,38200
34700,2006,34700
40100,2006,40100
40500,2006,40500
36700,2006,36700
27400,2006,27400
32200,2006,32200
43200,2006,43200
34700,2006,34700
41000,2006,41000
44100,2006,44100
57000,2006,57000
40000,2006,40000
32600,2006,32600
37400,2006,37400
136600,2006,136600
41000,2006,41000
40500,2006,40500
37300,2006,37300
37500,2006,37500
39800,2006,39800
28000,2006,28000
28600,2006,28600
36000,2006,36000
43200,2006,43200
35000,2006,35000
28800,2006,28800
37100,2006,37100
27000,2006,27000
38900,2006,38900
32500,2006,32500
52800,2006,52800
46000,2006,46000
28800,2006,28800
44600,2006,44600
8800,2006,8800
35500,2006,35500
42500,2006,42500
37800,2006,37800
44400,2006,44400
40000,2006,40000
39000,2006,39000
40000,2006,40000
41500,2006,41500
45800,2006,45800
44200,2006,44200
58800,2006,58800
47350,2006,47350
71700,2006,71700
51500,2006,51500
36100,2006,36100
55600,2006,55600
48300,2006,48300
49800,2006,49800
44200,2006,44200
46100,2006,46100
49600,2006,49600
50200,2006,50200
46100,2006,46100
51300,2006,51300
54300,2006,54300
51800,2006,51800
35000,2006,35000
44900,2006,44900
37200,2006,37200
53100,2006,53100
50800,2006,50800
55400,2006,55400
52100,2006,52100
41100,2006,41100
50500,2006,50500
1500,2006,1500
7500,2006,7500
60000,2006,60000
49800,2006,49800
42100,2006,42100
49000,2006,49000
57000,2006,57000
57000,2006,57000
47600,2006,47600
43200,2006,43200
43900,2006,43900
41800,2006,41800
43600,2006,43600
46600,2006,46600
54700,2006,54700
54700,2006,54700
44900,2006,44900
43300,2006,43300
56700,2006,56700
57700,2006,57700
38700,2006,38700
45400,2006,45400
46500,2006,46500
9700,2006,9700
5600,2006,5600
52300,2006,52300
39500,2006,39500
46650,2006,46650
37500,2006,37500
5000,2006,5000
60700,2006,60700
40000,2006,40000
41100,2006,41100
40200,2006,40200
36500,2006,36500
43200,2006,43200
6200,2006,6200
57000,2006,57000
47300,2006,47300
36000,2006,36000
37500,2006,37500
40300,2006,40300
40800,2006,40800
40900,2006,40900
58800,2006,58800
39500,2006,39500
41000,2006,41000
39300,2006,39300
47400,2006,47400
50600,2006,50600
49000,2006,49000
41000,2006,41000
49300,2006,49300
44800,2006,44800
49900,2006,49900
40900,2006,40900
45600,2006,45600
46900,2006,46900
44500,2006,44500
4600,2006,4600
4900,2006,4900
3900,2006,3900
4700,2006,4700
2600,2006,2600
2200,2006,2200
2200,2006,2200
2200,2006,2200
4700,2006,4700
32000,2006,32000
69900,2006,69900
64900,2006,64900
78000,2006,78000
82400,2006,82400
121000,2006,121000
300,2006,300
45600,2006,45600
44150,2006,44150
44900,2006,44900
45900,2006,45900
48100,2006,48100
45200,2006,45200
45500,2006,45500
41800,2006,41800
37600,2006,37600
47900,2006,47900
39200,2006,39200
33900,2006,33900
37000,2006,37000
35000,2006,35000
17000,2006,17000
42500,2006,42500
44000,2006,44000
46000,2006,46000
40100,2006,40100
43500,2006,43500
45800,2006,45800
44700,2006,44700
47500,2006,47500
46400,2006,46400
53200,2006,53200
48000,2006,48000
9100,2006,9100
2200,2006,2200
2100,2006,2100
1050,2006,1050
2100,2006,2100
2200,2006,2200
2100,2006,2100
2000,2006,2000
3400,2006,3400
82300,2006,82300
77900,2006,77900
7800,2006,7800
4600,2006,4600
2900,2006,2900
2100,2006,2100
2000,2006,2000
2100,2006,2100
2100,2006,2100
2000,2006,2000
900,2006,900
73600,2006,73600
67300,2006,67300
48920,2006,48920
47200,2006,47200
46500,2006,46500
46500,2006,46500
2000,2006,2000
2000,2006,2000
2000,2006,2000
2200,2006,2200
2200,2006,2200
2100,2006,2100
2100,2006,2100
82300,2006,82300
75700,2006,75700
2000,2006,2000
3500,2006,3500
56400,2006,56400
45100,2006,45100
45000,2006,45000
41600,2006,41600
41500,2006,41500
45400,2006,45400
43700,2006,43700
39800,2006,39800
39100,2006,39100
39600,2006,39600
42600,2006,42600
42600,2006,42600
39700,2006,39700
39700,2006,39700
53800,2006,53800
72400,2006,72400
39800,2006,39800
44500,2006,44500
41000,2006,41000
40100,2006,40100
43100,2006,43100
44900,2006,44900
44800,2006,44800
51000,2006,51000
45600,2006,45600
46000,2006,46000
38800,2006,38800
35500,2006,35500
44400,2006,44400
45300,2006,45300
65000,2006,65000
2700,2006,2700
3300,2006,3300
44200,2006,44200
57100,2006,57100
55500,2006,55500
43100,2006,43100
46600,2006,46600
48200,2006,48200
5500,2006,5500
86000,2006,86000
2300,2006,2300
3800,2006,3800
8200,2006,8200
1900,2006,1900
1900,2006,1900
3800,2006,3800
3900,2006,3900
45900,2006,45900
56900,2006,56900
42450,2006,42450
38200,2006,38200
42100,2006,42100
2900,2006,2900
2600,2006,2600
2300,2006,2300
4600,2006,4600
3000,2006,3000
37000,2006,37000
63000,2006,63000
61500,2006,61500
66000,2006,66000
70000,2006,70000
92500,2006,92500
8300,2006,8300
2800,2006,2800
9500,2006,9500
10000,2006,10000
87500,2006,87500
71100,2006,71100
81300,2006,81300
51100,2006,51100
28600,2006,28600
40000,2006,40000
900,2006,900
900,2006,900
900,2006,900
3000,2006,3000
39200,2006,39200
3000,2006,3000
48500,2006,48500
3100,2006,3100
3100,2006,3100
3100,2006,3100
900,2006,900
900,2006,900
900,2006,900
3000,2006,3000
2600,2006,2600
900,2006,900
4000,2006,4000
5200,2006,5200
1900,2006,1900
4700,2006,4700
7200,2006,7200
122300,2006,122300
900,2006,900
900,2006,900
900,2006,900
900,2006,900
900,2006,900
900,2006,900
900,2006,900
900,2006,900
10000,2006,10000
135000,2006,135000
110000,2006,110000
2965,2006,2965
333640,2006,333640
5556,2006,5556
4179,2006,4179
889,2006,889
237408,2006,237408
3641,2006,3641
28221,2006,28221
512586,2006,512586
3344,2006,3344
14917,2006,14917
2698,2006,2698
3374,2006,3374
7025,2006,7025
4201,2006,4201
581894,2006,581894
137700,2006,137700
173200,2006,173200
101900,2006,101900
37300,2006,37300
22817,2006,22817
14850,2006,14850
2750,2006,2750
37870,2006,37870
121860,2006,121860
0,2006,0
25170,2006,25170
16570,2006,16570
7200,2006,7200
3800,2006,3800
46900,2006,46900
7000,2006,7000
6500,2006,6500
7800,2006,7800
7600,2006,7600
1800,2006,1800
31100,2006,31100
34300,2006,34300
44100,2006,44100
6000,2006,6000
48400,2006,48400
600,2006,600
2500,2006,2500
3800,2006,3800
2500,2006,2500
400,2006,400
1100,2006,1100
1000,2006,1000
8300,2006,8300
1500,2006,1500
1300,2006,1300
1300,2006,1300
400,2006,400
68000,2006,68000
1800,2006,1800
9100,2006,9100
14700,2006,14700
3000,2006,3000
15000,2006,15000
6400,2006,6400
210000,2006,210000
4600,2006,4600
3500,2006,3500
2000,2006,2000
9900,2006,9900
7900,2006,7900
1900,2006,1900
2600,2006,2600
5100,2006,5100
5500,2006,5500
2500,2006,2500
700,2006,700
13100,2006,13100
600,2006,600
3400,2006,3400
900,2006,900
100,2006,100
7200,2006,7200
3200,2006,3200
17900,2006,17900
21200,2006,21200
48600,2006,48600
67200,2006,67200
48800,2006,48800
57500,2006,57500
47116,2006,47116
49800,2006,49800
48200,2006,48200
51100,2006,51100
48900,2006,48900
49900,2006,49900
63300,2006,63300
53400,2006,53400
51200,2006,51200
2000,2006,2000
1773000,2006,1773000
110700,2006,110700
55744,2006,55744
54800,2006,54800
49300,2006,49300
54600,2006,54600
72700,2006,72700
51400,2006,51400
53800,2006,53800
58200,2006,58200
58200,2006,58200
58500,2006,58500
51900,2006,51900
75700,2006,75700
52500,2006,52500
54500,2006,54500
54700,2006,54700
54200,2006,54200
57500,2006,57500
58200,2006,58200
67800,2006,67800
44500,2006,44500
55800,2006,55800
61000,2006,61000
34800,2006,34800
44550,2006,44550
69000,2006,69000
34800,2006,34800
37500,2006,37500
44530,2006,44530
37000,2006,37000
35000,2006,35000
33600,2006,33600
38600,2006,38600
35500,2006,35500
55900,2006,55900
55000,2006,55000
55400,2006,55400
55400,2006,55400
58700,2006,58700
61000,2006,61000
52100,2006,52100
55400,2006,55400
49100,2006,49100
48800,2006,48800
71000,2006,71000
63000,2006,63000
52200,2006,52200
62500,2006,62500
47700,2006,47700
49300,2006,49300
45500,2006,45500
74700,2006,74700
53300,2006,53300
56000,2006,56000
51400,2006,51400
56400,2006,56400
51400,2006,51400
52500,2006,52500
55500,2006,55500
49800,2006,49800
45500,2006,45500
19200,2006,19200
11000,2006,11000
13200,2006,13200
15000,2006,15000
14400,2006,14400
14400,2006,14400
18400,2006,18400
15400,2006,15400
20500,2006,20500
11000,2006,11000
17600,2006,17600
15000,2006,15000
10800,2006,10800
13500,2006,13500
18400,2006,18400
15400,2006,15400
13800,2006,13800
20800,2006,20800
20800,2006,20800
18400,2006,18400
15400,2006,15400
11000,2006,11000
13200,2006,13200
15000,2006,15000
10800,2006,10800
10800,2006,10800
17300,2006,17300
14400,2006,14400
12800,2006,12800
13200,2006,13200
15400,2006,15400
10800,2006,10800
11000,2006,11000
15400,2006,15400
11200,2006,11200
16500,2006,16500
15400,2006,15400
18400,2006,18400
14400,2006,14400
14400,2006,14400
17300,2006,17300
24000,2006,24000
24000,2006,24000
20800,2006,20800
13800,2006,13800
20500,2006,20500
14600,2006,14600
13200,2006,13200
15000,2006,15000
14400,2006,14400
10800,2006,10800
18400,2006,18400
14400,2006,14400
12800,2006,12800
17600,2006,17600
14400,2006,14400
13500,2006,13500
13700,2006,13700
25600,2006,25600
11200,2006,11200
17600,2006,17600
15400,2006,15400
18400,2006,18400
14400,2006,14400
10800,2006,10800
13800,2006,13800
20800,2006,20800
19800,2006,19800
15600,2006,15600
13800,2006,13800
20500,2006,20500
14600,2006,14600
13200,2006,13200
11200,2006,11200
10800,2006,10800
13500,2006,13500
17300,2006,17300
14400,2006,14400
19200,2006,19200
13700,2006,13700
17600,2006,17600
14000,2006,14000
13500,2006,13500
13500,2006,13500
17300,2006,17300
15400,2006,15400
18400,2006,18400
19500,2006,19500
19500,2006,19500
17300,2006,17300
14600,2006,14600
15400,2006,15400
15000,2006,15000
16500,2006,16500
14400,2006,14400
18400,2006,18400
14400,2006,14400
14400,2006,14400
13700,2006,13700
20500,2006,20500
15000,2006,15000
15400,2006,15400
19200,2006,19200
11500,2006,11500
10800,2006,10800
15400,2006,15400
14600,2006,14600
15000,2006,15000
10800,2006,10800
15400,2006,15400
15400,2006,15400
19200,2006,19200
19800,2006,19800
19800,2006,19800
19800,2006,19800
26400,2006,26400
15600,2006,15600
13800,2006,13800
20500,2006,20500
14600,2006,14600
11200,2006,11200
10800,2006,10800
11500,2006,11500
15400,2006,15400
11500,2006,11500
11000,2006,11000
20500,2006,20500
11200,2006,11200
15400,2006,15400
10800,2006,10800
15400,2006,15400
10800,2006,10800
14600,2006,14600
20500,2006,20500
15000,2006,15000
17600,2006,17600
15400,2006,15400
13800,2006,13800
14400,2006,14400
14000,2006,14000
17300,2006,17300
19500,2006,19500
19800,2006,19800
19800,2006,19800
19800,2006,19800
19800,2006,19800
15900,2006,15900
11000,2006,11000
16500,2006,16500
15000,2006,15000
10800,2006,10800
18000,2006,18000
17300,2006,17300
11500,2006,11500
15400,2006,15400
11000,2006,11000
13200,2006,13200
11200,2006,11200
10800,2006,10800
14400,2006,14400
13800,2006,13800
11500,2006,11500
13800,2006,13800
15600,2006,15600
15600,2006,15600
18400,2006,18400
20500,2006,20500
14600,2006,14600
17600,2006,17600
11200,2006,11200
10800,2006,10800
11500,2006,11500
18400,2006,18400
11500,2006,11500
20500,2006,20500
11000,2006,11000
17600,2006,17600
11200,2006,11200
10800,2006,10800
14400,2006,14400
13800,2006,13800
11500,2006,11500
13800,2006,13800
15600,2006,15600
15600,2006,15600
18400,2006,18400
16800,2006,16800
22400,2006,22400
19800,2006,19800
19800,2006,19800
26400,2006,26400
19800,2006,19800
19800,2006,19800
16800,2006,16800
22100,2006,22100
22400,2006,22400
19800,2006,19800
26400,2006,26400
22400,2006,22400
24800,2006,24800
19800,2006,19800
